PMID23223431Line147|88 92|GATA2 
PMID25006131Line58|26 29|STAR 
PMID24986690Line123|37 48|calreticulin 
PMID22898539Line103|45 50|DNMT3A 
PMID22898539Line103|70 75|DNMT3A 
PMID24986690Line26|25 28|CALR 
PMID24986690Line26|45 56|calreticulin 
PMID21605981Line131|4 7|BRG1 
PMID21605981Line131|19 23|GATA1 
PMID21605981Line131|62 66|GATA1 
PMID25465125Line100|70 74|ASXL1 
PMID25465125Line227|15 19|SRSF2 
PMID25465125Line227|48 52|RUNX1 
PMID25465125Line227|56 59|IDH1 
PMID25465125Line127|0 3|BCOR 
PMID25465125Line127|7 12|BCORL1 
PMID25465125Line127|68 71|BCL6 
PMID23978506Line43|0 2|JH1 
PMID22898539Line180|21 26|DNMT3A 
PMID22898539Line180|28 31|IDH1 
PMID22898539Line180|33 36|IDH2 
PMID22898539Line180|39 42|TET2 
PMID24335498Line92|26 30|STAG2 
PMID21605981Line179|45 49|GATA2 
PMID25465125Line229|57 61|SRSF2 
PMID25465125Line158|0 5|SETBP1 
PMID21605981Line195|9 13|GATA2 
PMID21605981Line195|33 36|BMP4 
PMID21605981Line195|90 93|BMP4 
PMID22898539Line195|38 41|EZH2 
PMID22898539Line195|104 107|EZH2 
PMID23896413Line108|19 23|CSF3R 
PMID23896413Line108|27 32|SETBP1 
PMID23896413Line108|68 72|CSF3R 
PMID23896413Line108|74 79|SETBP1 
PMID23896413Line108|84 87|JAK2 
PMID23896413Line108|136 140|CSF3R 
PMID23896413Line108|486 490|CSF3R 
PMID23896413Line108|494 499|SETBP1 
PMID23896413Line108|544 548|CSF3R 
PMID23896413Line108|559 562|JAK2 
PMID23896413Line108|770 774|CSF3R 
PMID23896413Line108|807 812|SETBP1 
PMID23896413Line108|815 818|JAK2 
PMID25465125Line180|0 3|JAK2 
PMID25465125Line180|5 16|Janus kinase 2 
PMID22898539Line190|12 15|PRC1 
PMID22898539Line190|121 124|BMI1 
PMID22898539Line190|126 130|MEL18 
PMID22898539Line190|143 147|PCGF2 
PMID22898539Line190|151 155|NSPC1 
PMID22898539Line190|168 172|PCGF1 
PMID22878824Line276|24 26|KIT 
PMID21605981Line79|29 33|GATA2 
PMID21714648Line138|11 15|ASXL1 
PMID21714648Line138|19 22|EZH2 
PMID21714648Line138|109 112|TET2 
PMID21605981Line62|52 56|GATA1 
PMID21605981Line264|39 43|GATA1 
PMID21605981Line264|47 51|GATA2 
PMID25465125Line185|31 34|JAK2 
PMID22323480Line143|66 70|U2AF1 
PMID22323480Line143|74 78|SRSF2 
PMID24986690Line60|64 67|JAK2 
PMID24986690Line60|69 72|CALR 
PMID24986690Line60|135 138|JAK2 
PMID24986690Line60|158 161|CALR 
PMID24986690Line60|183 185|MPL 
PMID24986690Line60|225 228|JAK2 
PMID24986690Line60|230 232|MPL 
PMID24986690Line60|237 240|CALR 
PMID24986690Line16|23 26|JAK2 
PMID24986690Line16|36 39|CALR 
PMID24986690Line16|53 55|MPL 
PMID23978506Line40|0 3|JAK2 
PMID20601954Line62|64 67|EZH2 
PMID25465125Line125|60 62|MLL 
PMID25465125Line125|71 75|RUNX1 
PMID24986690Line11|38 41|CALR 
PMID24986690Line11|91 94|JAK2 
PMID21605981Line98|14 18|GATA1 
PMID21605981Line98|22 26|GATA2 
PMID20601954Line56|14 17|EZH2 
PMID22210327Line33|22 25|BCOR 
PMID22210327Line33|56 61|BCORL1 
PMID22210327Line33|193 198|BCORL1 
PMID24335498Line94|2 6|RAD21 
PMID24986690Line104|81 84|CALR 
PMID24986690Line104|86 89|JAK2 
PMID24986690Line104|91 93|MPL 
PMID24986690Line104|24 79|Cox proportional hazard regression considering type of mutation 
PMID21605981Line217|49 53|GATA2 
PMID21605981Line217|159 163|GATA1 
PMID22878824Line97|27 30|FLT3 
PMID23978506Line15|30 68|myeloproliferative leukemia virus oncogene 
PMID23978506Line15|70 72|MPL 
PMID19282830Line69|24 28|RUNX1 
PMID22323480Line166|3 7|U2AF1 
PMID22323480Line166|11 16|U2AF26 
PMID23978506Line64|97 101|STAT3 
PMID22323480Line178|45 49|SF3B1 
PMID21605981Line139|20 24|GATA1 
PMID23896413Line101|71 75|CSF3R 
PMID23896413Line101|233 238|SETBP1 
PMID23896413Line101|240 243|JAK2 
PMID22210327Line37|0 5|BCORL1 
PMID22210327Line37|94 97|TP53 
PMID22210327Line37|99 103|CEBPA 
PMID22210327Line37|107 110|NPM1 
PMID22878824Line296|131 133|KIT 
PMID22878824Line296|135 138|FLT3 
PMID22878824Line296|140 144|CEBPA 
PMID22878824Line296|149 152|NPM1 
PMID23054646Line31|29 33|SF3B1 
PMID23054646Line31|35 39|SRSF2 
PMID23054646Line31|44 49|U2AF35 
PMID22878824Line91|19 41|FMS-like tyrosine kinase 3 
PMID22878824Line91|43 46|FLT3 
PMID22878824Line91|51 53|KIT 
PMID22878824Line91|69 72|NPM1 
PMID22878824Line91|78 82|CEBPA 
PMID22898539Line144|39 42|TET2 
PMID22898539Line144|68 71|TET2 
PMID22898539Line144|164 167|SCA1 
PMID22898539Line144|169 171|KIT 
PMID22898539Line194|42 45|EZH1 
PMID21339759Line22|18 22|ASXL1 
PMID22878824Line94|86 89|FLT3 
PMID22878824Line94|185 188|NPM1 
PMID22898539Line200|31 34|EZH2 
PMID21605981Line157|33 37|GATA2 
PMID21605981Line157|69 72|PI3K 
PMID23978506Line66|16 18|MPL 
PMID24986690Line83|30 33|CALR 
PMID24986690Line83|142 145|JAK2 
PMID21605981Line185|43 47|GATA2 
PMID21605981Line185|114 118|GATA2 
PMID21605981Line283|18 22|GATA2 
PMID23223431Line104|0 4|RUNX1 
PMID23223431Line104|8 12|CEBPA 
PMID23054646Line69|28 33|U2AF35 
PMID23054646Line69|135 138|CD34 
PMID22035746Line179|79 81|BCR 
PMID22035746Line179|83 86|ABL1 
PMID25465125Line165|19 23|GATA2 
PMID22035746Line206|354 356|BCR 
PMID22035746Line206|358 361|ABL1 
PMID22035746Line206|673 675|BCR 
PMID22035746Line206|677 680|ABL1 
PMID21605981Line271|32 36|GATA2 
PMID21605981Line271|43 45|SCL 
PMID21605981Line271|47 50|TAL1 
PMID22898539Line258|112 133|promyelocytic leukaemia 
PMID22898539Line258|135 137|PML 
PMID22898539Line258|145 170|retinoic acid receptor-alpha 
PMID22898539Line258|172 175|RARA 
PMID23978506Line86|90 93|JAK2 
PMID22035746Line65|11 15|ASXL1 
PMID22035746Line65|17 20|IDH1 
PMID22035746Line65|22 25|IDH2 
PMID22035746Line65|27 29|CBL 
PMID22035746Line65|31 36|IKAROS 
PMID22035746Line65|41 43|LNK 
PMID23978506Line47|12 15|JAK2 
PMID21605981Line74|26 30|GATA2 
PMID21605981Line74|173 175|NRD 
PMID21605981Line74|148 171|negative regulatory domain 
PMID22323480Line114|28 32|SF3B1 
PMID24986690Line141|32 43|calreticulin 
PMID24986690Line141|163 166|JAK2 
PMID22210327Line17|4 7|BCOR 
PMID22210327Line17|11 16|BCORL1 
PMID22898539Line99|18 23|DNMT3A 
PMID22898539Line245|45 47|MLL 
PMID22898539Line245|189 191|MLL 
PMID22898539Line94|0 5|DNMT3A 
PMID22898539Line94|21 26|DNMT3B 
PMID22898539Line94|86 90|DNMT1 
PMID25465125Line46|38 41|TET2 
PMID25465125Line46|122 125|TET2 
PMID25465125Line126|0 3|BCOR 
PMID25465125Line126|7 12|BCORL1 
PMID10706759Line74|37 40|PTEN 
PMID10706759Line74|42 46|MMAC1 
PMID22898539Line70|199 211|meis homeobox 1 
PMID22898539Line70|213 217|MEIS1 
PMID22898539Line70|233 237|HOXA9 
PMID22898539Line70|222 231|homeobox A9 
PMID21605981Line214|133 136|PU.1 
PMID21605981Line214|145 148|ETS1 
PMID21714648Line121|37 40|GNAS 
PMID19282830Line119|34 38|RUNX1 
PMID19282830Line119|70 72|RHD 
PMID25006131Line77|36 40|SMC1A 
PMID25006131Line77|42 46|PDS5B 
PMID25006131Line77|48 52|WAPAL 
PMID25006131Line77|54 57|MAU2 
PMID25006131Line77|59 62|REC8 
PMID25006131Line77|64 68|NIPBL 
PMID25006131Line77|70 73|SMC5 
PMID25006131Line77|78 82|ESCO2 
PMID23054646Line67|75 80|U2AF35 
PMID25006131Line81|63 67|STAG2 
PMID25006131Line81|71 75|SMC1A 
PMID23978506Line69|13 15|MPL 
PMID22878824Line148|72 75|TET2 
PMID22878824Line148|79 83|RUNX1 
PMID25006131Line183|188 192|STAG2 
PMID25006131Line183|209 213|STAG2 
PMID25006131Line183|235 239|STAG2 
PMID25006131Line183|255 259|STAG2 
PMID25006131Line183|343 347|STAG2 
PMID25006131Line183|395 399|STAG2 
PMID25006131Line183|404 408|RAD21 
PMID25006131Line183|417 420|SMC3 
PMID24986690Line41|0 3|JAK2 
PMID24986690Line41|5 8|CALR 
PMID24986690Line41|13 15|MPL 
PMID21605981Line120|50 53|FOG1 
PMID23531518Line81|0 4|ASXL1 
PMID21339759Line39|0 3|EZH2 
PMID21339759Line39|256 259|EZH2 
PMID25465125Line65|0 3|IDH1 
PMID25465125Line65|7 10|IDH2 
PMID21339759Line8|101 104|IDH1 
PMID21339759Line8|106 109|IDH2 
PMID21339759Line8|111 114|NPM1 
PMID21339759Line8|116 120|ASXL1 
PMID21339759Line8|124 127|EZH2 
PMID21605981Line138|0 3|ETO2 
PMID21605981Line138|6 8|SCL 
PMID21605981Line138|85 89|GATA1 
PMID21605981Line138|115 117|SCL 
PMID21605981Line138|138 142|GATA1 
PMID21605981Line310|14 18|GATA2 
PMID23531518Line29|69 72|EZH2 
PMID23531518Line29|74 78|ASXL1 
PMID23531518Line29|80 83|TET2 
PMID23531518Line29|85 90|DNMT3A 
PMID23531518Line29|92 95|IDH1 
PMID23531518Line29|99 102|IDH2 
PMID23531518Line29|127 131|SF3B1 
PMID23531518Line29|133 137|SRSF2 
PMID23531518Line29|139 144|U2AF35 
PMID23531518Line29|148 152|ZRSR2 
PMID23531518Line29|179 182|TP53 
PMID23531518Line29|232 235|JAK2 
PMID23531518Line29|237 240|KRAS 
PMID23531518Line29|242 245|NRAS 
PMID23531518Line29|247 250|NPM1 
PMID23531518Line29|254 258|RUNX1 
PMID25465125Line128|3 6|BCL6 
PMID25465125Line128|8 11|BCOR 
PMID23619563Line85|28 32|ASXL1 
PMID23619563Line85|65 69|SRSF2 
PMID23619563Line85|100 103|EZH2 
PMID23619563Line85|136 139|IDH1 
PMID23054646Line34|18 22|SF3B1 
PMID21605981Line314|52 56|Gata2 
PMID22878824Line275|62 64|KIT 
PMID22878824Line275|275 277|KIT 
PMID22323480Line7|54 58|SF3B1 
PMID25465125Line216|6 10|SF3B1 
PMID24335498Line103|64 68|SMC1A 
PMID23978506Line259|21 24|JAK2 
PMID23978506Line259|28 30|MPL 
PMID22878824Line100|17 20|FLT3 
PMID23054646Line54|61 65|SF3B1 
PMID24335498Line144|98 102|SMC1A 
PMID20601954Line64|65 68|EZH2 
PMID21605981Line83|91 95|Gata2 
PMID25465125Line52|26 29|TET2 
PMID25465125Line52|96 99|TET2 
PMID19282830Line139|70 74|RUNX1 
PMID22323480Line176|94 98|U2AF1 
PMID22323480Line176|155 159|U2AF1 
PMID21605981Line160|32 36|GATA2 
PMID21714648Line133|140 143|TET2 
PMID22898539Line260|57 60|RARA 
PMID22898539Line260|90 121|promyelocytic leukaemia zinc finger 
PMID22898539Line260|123 126|PLZF 
PMID21605981Line124|7 10|FOG1 
PMID21605981Line124|19 23|GATA1 
PMID21605981Line124|41 44|MED1 
PMID21605981Line124|70 73|BRG1 
PMID21605981Line300|85 89|GATA2 
PMID22898539Line299|22 25|IDH1 
PMID22898539Line299|29 32|IDH2 
PMID22898539Line299|81 85|ASXL1 
PMID22898539Line299|170 174|ASXL1 
PMID25465125Line129|0 5|BCORL1 
PMID25006131Line154|16 19|BRD4 
PMID22878824Line118|52 55|IDH1 
PMID25465125Line22|61 64|TET2 
PMID25465125Line22|66 70|SF3B1 
PMID25465125Line22|72 76|ASXL1 
PMID25465125Line22|78 82|SRSF2 
PMID25465125Line22|84 89|DNMT3A 
PMID25465125Line22|94 98|RUNX1 
PMID21714648Line72|53 56|NRAS 
PMID21714648Line72|58 61|KRAS 
PMID21714648Line72|63 66|BRAF 
PMID21714648Line72|68 71|JAK2 
PMID21714648Line72|76 81|PTPN11 
PMID21714648Line72|170 173|GNAS 
PMID20601954Line52|0 3|EZH2 
PMID23619563Line71|0 3|EZH2 
PMID23619563Line71|5 9|SRSF2 
PMID23619563Line71|13 16|IDH1 
PMID21605981Line231|34 38|GATA2 
PMID21605981Line231|140 144|GATA1 
PMID24986690Line128|209 212|JAK2 
PMID24986690Line128|240 243|CALR 
PMID21605981Line199|28 31|EKLF 
PMID21605981Line199|81 85|GATA2 
PMID21605981Line199|89 93|SMAD5 
PMID21605981Line199|174 178|GATA1 
PMID22323480Line140|82 86|SF3B1 
PMID22323480Line140|88 92|U2AF1 
PMID22323480Line140|97 101|SRSF2 
PMID21605981Line70|23 27|GATA2 
PMID22898539Line76|48 53|DNMT3A 
PMID23619563Line90|188 192|SRSF2 
PMID23619563Line90|196 199|IDH1 
PMID21605981Line141|91 94|KLF1 
PMID21605981Line141|96 100|GATA1 
PMID19282830Line157|78 82|RUNX1 
PMID19282830Line157|171 175|RUNX1 
PMID21605981Line315|27 30|Bmp4 
PMID21605981Line315|71 75|Gata2 
PMID21605981Line315|100 104|GATA2 
PMID21605981Line315|125 128|Bmp4 
PMID22210327Line30|8 11|BCOR 
PMID22210327Line30|60 63|BCOR 
PMID22210327Line30|95 98|BCOR 
PMID22210327Line30|141 144|BCOR 
PMID22898539Line156|0 3|IDH1 
PMID22898539Line156|141 144|IDH1 
PMID22878824Line322|150 153|FLT3 
PMID22878824Line322|186 189|FLT3 
PMID22878824Line322|193 196|NPM1 
PMID21605981Line46|23 27|Gata4 
PMID21605981Line46|31 35|Gata6 
PMID21605981Line225|11 15|GATA2 
PMID21605981Line225|109 113|GATA2 
PMID21605981Line244|20 24|GATA2 
PMID21605981Line244|93 96|PU.1 
PMID19282830Line130|111 115|RUNX1 
PMID25465125Line47|19 22|TET2 
PMID21339759Line28|105 108|IDH1 
PMID21339759Line28|121 124|IDH2 
PMID21339759Line28|137 140|NPM1 
PMID21339759Line28|155 158|EZH2 
PMID22323480Line88|30 34|SF3B1 
PMID22210327Line13|19 22|BCOR 
PMID23619563Line112|22 26|ASXL1 
PMID23531518Line119|0 4|ASXL1 
PMID20601954Line44|41 44|EZH2 
PMID21605981Line164|18 22|GATA2 
PMID21605981Line164|58 62|PIASy 
PMID21605981Line164|91 95|GATA2 
PMID21605981Line164|109 113|SUMO2 
PMID25465125Line246|74 78|ZRSR2 
PMID25465125Line112|0 2|UTX 
PMID21605981Line230|35 39|GATA1 
PMID21605981Line230|122 126|GATA2 
PMID21605981Line230|213 217|GATA1 
PMID21605981Line198|29 33|GATA2 
PMID21605981Line198|35 38|FLI1 
PMID21605981Line198|75 79|Runx1 
PMID21605981Line198|96 100|RUNX1 
PMID21605981Line132|81 85|GATA1 
PMID21605981Line132|135 139|GATA1 
PMID23896413Line109|289 294|PDGFRA 
PMID23896413Line109|301 305|FGFR1 
PMID23896413Line109|362 365|JAK2 
PMID23896413Line109|528 532|CSF3R 
PMID23896413Line109|536 541|SETBP1 
PMID23896413Line109|578 582|CSF3R 
PMID23896413Line109|634 637|JAK2 
PMID23896413Line109|654 656|SRC 
PMID22210327Line49|13 16|BCOR 
PMID22210327Line49|20 25|BCORL1 
PMID21605981Line76|90 94|GATA1 
PMID21605981Line76|96 100|GATA4 
PMID21605981Line76|102 106|GATA5 
PMID21605981Line76|109 113|GATA6 
PMID21605981Line76|158 162|GATA3 
PMID21605981Line49|25 29|GATA1 
PMID21605981Line147|9 13|GATA2 
PMID21605981Line147|72 75|FOG1 
PMID21605981Line147|85 89|GATA2 
PMID21605981Line147|165 169|GATA2 
PMID21605981Line147|173 176|FOG1 
PMID10706759Line90|75 80|TSG101 
PMID10706759Line90|84 87|FHIT 
PMID23223431Line25|9 13|GATA2 
PMID23978506Line177|68 71|JAK2 
PMID23978506Line177|74 76|MPL 
PMID23978506Line177|137 140|JAK2 
PMID23978506Line177|180 183|JAK2 
PMID22878824Line130|39 42|IDH2 
PMID22878824Line130|130 133|NPM1 
PMID22878824Line130|149 152|FLT3 
PMID23223431Line183|73 77|GATA2 
PMID24335498Line14|87 90|NPM1 
PMID23619563Line126|127 130|EZH2 
PMID23619563Line126|132 136|ASXL1 
PMID23619563Line126|138 142|SRSF2 
PMID23619563Line126|146 149|IDH1 
PMID23619563Line126|152 155|IDH2 
PMID23619563Line126|203 206|EZH2 
PMID23619563Line126|208 212|ASXL1 
PMID23619563Line126|214 218|SRSF2 
PMID23619563Line126|222 225|IDH1 
PMID23619563Line126|228 231|IDH2 
PMID23619563Line126|591 595|ASXL1 
PMID23619563Line126|597 600|EZH2 
PMID23619563Line126|602 606|SRSF2 
PMID23619563Line126|608 611|IDH1 
PMID23619563Line126|614 617|IDH2 
PMID24986690Line165|234 237|CALR 
PMID24986690Line165|248 251|JAK2 
PMID22898539Line95|8 12|DNMT1 
PMID22898539Line95|14 19|DNMT3B 
PMID22898539Line95|23 28|DNMT3L 
PMID22898539Line95|102 107|DNMT3A 
PMID22898539Line95|117 120|DNMT 
PMID23896413Line7|26 28|SRC 
PMID23896413Line7|63 67|CSF3R 
PMID22898539Line236|0 4|Asxl1 
PMID25465125Line42|33 36|TET2 
PMID19282830Line27|0 4|RUNX1 
PMID19282830Line27|199 203|RUNX1 
PMID19282830Line27|242 246|RUNX1 
PMID24335498Line154|36 39|NPM1 
PMID24335498Line154|137 140|NPM1 
PMID22898539Line106|116 121|Dnmt3a 
PMID22878824Line117|55 59|CEBPA 
PMID22878824Line117|75 78|FLT3 
PMID22878824Line117|96 99|FLT3 
PMID22878824Line117|106 109|FLT3 
PMID25465125Line159|0 4|GATA2 
PMID22878824Line107|172 175|NPM1 
PMID22878824Line107|177 181|CEBPA 
PMID21605981Line93|15 19|GATA1 
PMID21605981Line93|31 35|GATA1 
PMID25465125Line106|0 3|EZH2 
PMID22323480Line134|53 56|FECH 
PMID22323480Line134|69 73|U2AF1 
PMID22323480Line134|93 97|U2AF1 
PMID22323480Line134|124 128|SF3B1 
PMID21605981Line228|44 48|GATA2 
PMID22210327Line40|21 24|BCOR 
PMID22210327Line40|28 33|BCORL1 
PMID23223431Line2|15 19|GATA2 
PMID21605981Line36|38 41|GATA 
PMID23054646Line46|14 18|SF3B1 
PMID22878824Line60|47 50|NPM1 
PMID22878824Line60|53 57|CEBPA 
PMID22898539Line298|0 4|ASXL1 
PMID22898539Line298|6 29|additional sex combs-like 1 
PMID22898539Line298|31 36|DNMT3A 
PMID22898539Line298|38 59|DNA methyltransferase 3A 
PMID22898539Line298|61 64|EZH2 
PMID25006131Line178|157 160|SMC3 
PMID25006131Line178|165 169|STAG2 
PMID25006131Line178|178 182|RAD21 
PMID21714648Line115|91 94|TP53 
PMID21714648Line115|96 99|EZH2 
PMID21714648Line115|101 104|ETV6 
PMID21714648Line115|106 110|RUNX1 
PMID21714648Line115|115 119|ASXL1 
PMID25465125Line148|3 8|SETBP1 
PMID25465125Line148|91 94|PP2A 
PMID21714648Line120|68 71|GNAS 
PMID21714648Line93|68 71|TET2 
PMID21714648Line93|75 78|TP53 
PMID22898539Line86|84 89|DNMT3A 
PMID19282830Line145|56 60|RUNX1 
PMID19282830Line145|85 89|RUNX1 
PMID25465125Line66|0 3|IDH1 
PMID25465125Line66|7 10|IDH2 
PMID22898539Line225|27 31|ASXL1 
PMID22898539Line57|295 299|NCOA2 
PMID22898539Line57|312 315|TIF2 
PMID22898539Line57|357 369|nucleoporin 98 
PMID22898539Line57|371 375|NUP98 
PMID22898539Line57|400 416|SET domain protein 1 
PMID22898539Line57|418 421|NSD1 
PMID22898539Line57|455 457|MLL 
PMID22898539Line57|432 453|mixed-lineage leukaemia 
PMID21605981Line292|16 20|GATA2 
PMID25465125Line253|31 35|STAG1 
PMID25465125Line253|43 47|STAG2 
PMID25465125Line253|58 61|SMC3 
PMID25465125Line253|146 150|BAALC 
PMID22323480Line84|31 35|U2AF1 
PMID20601954Line51|14 17|EZH2 
PMID24335498Line125|12 15|NPM1 
PMID23896413Line57|18 22|CSF3R 
PMID25465125Line242|13 17|STAG2 
PMID25006131Line133|55 59|rad21 
PMID25006131Line133|99 103|RUNX1 
PMID24986690Line24|58 61|JAK2 
PMID24986690Line24|71 73|MPL 
PMID23978506Line65|57 59|MPL 
PMID23978506Line65|174 187|thrombopoietin 
PMID25465125Line83|0 4|ASXL1 
PMID25465125Line83|6 9|EZH2 
PMID19282830Line117|113 117|RUNX1 
PMID19282830Line128|40 42|RHD 
PMID19282830Line128|136 140|RUNX1 
PMID20601954Line17|54 57|TET2 
PMID22210327Line19|0 5|BCORL1 
PMID22210327Line19|110 114|HDAC4 
PMID22210327Line19|116 120|HDAC5 
PMID22210327Line19|122 126|HDAC7 
PMID22210327Line19|146 150|CTBP1 
PMID21605981Line204|27 31|Gata2 
PMID21605981Line204|69 72|Evi1 
PMID22323480Line149|23 27|SF3B1 
PMID21605981Line193|8 11|Bmp4 
PMID22035746Line158|13 16|JAK1 
PMID22035746Line158|18 21|JAK2 
PMID22210327Line42|7 12|DNMT3A 
PMID21605981Line39|0 4|Gata2 
PMID21605981Line39|58 62|Gata1 
PMID24335498Line110|115 117|MN1 
PMID24335498Line110|119 121|ERG 
PMID24335498Line110|123 126|EVI1 
PMID24335498Line110|128 131|MLL5 
PMID24335498Line110|136 138|WT1 
PMID23978506Line172|75 78|JAK2 
PMID23978506Line39|24 27|JAK2 
PMID23978506Line39|31 33|MPL 
PMID21605981Line321|52 56|GATA2 
PMID23978506Line193|19 22|JAK2 
PMID23619563Line12|0 4|ASXL1 
PMID23619563Line12|6 10|SRSF2 
PMID23619563Line12|14 17|EZH2 
PMID23619563Line12|78 82|ASXL1 
PMID22323480Line95|35 39|U2AF1 
PMID22898539Line91|38 43|DNMT3A 
PMID22035746Line61|0 3|TET2 
PMID23531518Line74|18 22|ASXL1 
PMID23896413Line103|70 72|SRC 
PMID23896413Line103|154 158|CSF3R 
PMID21605981Line59|4 8|GATA2 
PMID24335498Line159|60 63|NPM1 
PMID23896413Line75|149 153|CSF3R 
PMID25465125Line230|41 45|SRSF2 
PMID22898539Line148|20 23|Tet2 
PMID22323480Line115|67 71|SF3B1 
PMID22323480Line115|115 119|U2AF1 
PMID22323480Line115|156 160|SRSF2 
PMID21605981Line260|109 113|GATA2 
PMID21605981Line260|179 184|Slamf1 
PMID21605981Line260|186 190|Sfpi1 
PMID21605981Line260|195 198|Lmo2 
PMID24986690Line87|81 84|CALR 
PMID24986690Line87|103 106|JAK2 
PMID22898539Line228|43 47|ASXL1 
PMID22898539Line184|35 38|EZH2 
PMID22898539Line184|64 67|PRC2 
PMID23978506Line6|11 14|JAK2 
PMID23978506Line6|18 20|MPL 
PMID21605981Line194|3 7|Gata2 
PMID21605981Line194|26 29|BMP4 
PMID21605981Line194|58 61|Fli1 
PMID21605981Line194|91 94|BMP4 
PMID21714648Line74|98 101|ETV6 
PMID21605981Line210|50 54|GATA2 
PMID22375971Line33|655 658|CD34 
PMID23054646Line78|77 81|SF3B1 
PMID23896413Line6|58 100|granulocyte-colony stimulating factor receptor 
PMID23896413Line6|102 106|CSF3R 
PMID22898539Line158|28 31|IDH1 
PMID22898539Line158|35 38|IDH2 
PMID22898539Line158|106 109|IDH1 
PMID22898539Line158|116 119|IDH2 
PMID22898539Line158|128 131|IDH2 
PMID23223431Line10|161 165|GATA2 
PMID23223431Line10|231 235|GATA2 
PMID23619563Line94|97 100|CD34 
PMID21605981Line172|34 40|miR-144 
PMID21605981Line172|67 71|GATA1 
PMID24986690Line167|253 256|CALR 
PMID24986690Line167|307 310|JAK2 
PMID24986690Line167|441 444|CALR 
PMID25465125Line135|0 3|ETV6 
PMID25465125Line135|5 15|Ets variant 6 
PMID22898539Line96|55 59|DNMT1 
PMID22898539Line96|61 66|DNMT3A 
PMID22898539Line96|70 75|DNMT3B 
PMID22898539Line96|110 115|DNMT3A 
PMID21605981Line118|115 119|GATA2 
PMID21605981Line118|135 138|FOG1 
PMID21605981Line212|12 16|GATA2 
PMID21605981Line212|103 148|peroxisome proliferator-activated receptor-gamma 
PMID21605981Line212|253 257|GATA2 
PMID23978506Line67|8 10|MPL 
PMID22878824Line98|0 3|FLT3 
PMID22878824Line98|58 61|FLT3 
PMID23054646Line47|11 15|SF3B1 
PMID23978506Line79|60 63|JAK2 
PMID23223431Line15|88 92|ELANE 
PMID23223431Line15|142 146|CXCR4 
PMID23223431Line15|223 226|HAX1 
PMID23223431Line15|286 290|G6PC3 
PMID19282830Line126|30 32|RHD 
PMID23223431Line119|19 23|GATA2 
PMID22898539Line303|83 94|Janus kinase 1 
PMID22898539Line303|96 99|JAK1 
PMID22898539Line303|104 107|JAK2 
PMID22898539Line303|495 498|JAK1 
PMID22898539Line303|502 505|JAK2 
PMID22898539Line303|562 565|JAK2 
PMID22898539Line303|593 625|protein arginine methyltransferase 5 
PMID22898539Line303|627 631|PRMT5 
PMID22898539Line303|653 657|PRMT5 
PMID22898539Line303|748 751|JAK2 
PMID22898539Line303|861 865|PRMT5 
PMID22898539Line303|867 873|H4R3me2 
PMID23978506Line212|69 72|JAK2 
PMID21714648Line29|18 21|TP53 
PMID22898539Line51|266 308|signal transducer and activator of transcription 
PMID22898539Line51|310 313|STAT 
PMID22898539Line51|316 319|PI3K 
PMID22035746Line74|70 72|EPO 
PMID10706759Line7|11 14|PTEN 
PMID10706759Line7|16 20|MMAC1 
PMID25465125Line76|78 81|IDH1 
PMID25465125Line76|91 94|IDH2 
PMID25465125Line76|107 110|IDH2 
PMID22035746Line76|0 3|JAK2 
PMID22898539Line152|0 3|IDH1 
PMID22898539Line152|7 10|IDH2 
PMID24335498Line134|68 72|STAG1 
PMID24335498Line134|115 119|STAG2 
PMID24335498Line134|121 125|SMC1A 
PMID24335498Line134|127 130|SMC3 
PMID24335498Line134|135 139|RAD21 
PMID22898539Line82|12 17|DNMT3A 
PMID22898539Line82|112 115|NPM1 
PMID22898539Line82|118 143|FMS-related tyrosine kinase 3 
PMID22898539Line82|145 148|FLT3 
PMID22898539Line82|153 156|IDH1 
PMID21605981Line243|4 8|GATA1 
PMID21605981Line243|12 16|GATA2 
PMID21605981Line243|24 27|PU.1 
PMID22323480Line161|12 16|SF3B1 
PMID10706759Line99|22 25|PTEN 
PMID10706759Line99|27 31|MMAC1 
PMID22898539Line153|0 3|IDH1 
PMID22898539Line153|7 10|IDH2 
PMID10706759Line87|33 36|PTEN 
PMID10706759Line87|38 42|MMAC1 
PMID23223431Line198|45 49|GATA2 
PMID21605981Line27|0 4|GATA1 
PMID21605981Line27|6 10|GATA2 
PMID21605981Line27|14 18|GATA3 
PMID19282830Line26|82 86|RUNX1 
PMID19282830Line26|122 124|RHD 
PMID19282830Line26|157 161|RUNX1 
PMID19282830Line26|103 120|Runt homology domain 
PMID21605981Line10|92 96|GATA2 
PMID21605981Line330|109 113|GATA2 
PMID21605981Line330|115 118|FLI1 
PMID21605981Line330|122 124|SCL 
PMID21605981Line330|126 129|TAL1 
PMID21605981Line330|224 229|NOTCH1 
PMID21605981Line330|233 236|BMP4 
PMID21605981Line330|267 271|GATA2 
PMID21605981Line330|275 278|FLI1 
PMID21605981Line330|340 342|SCL 
PMID21605981Line330|368 372|GATA2 
PMID21605981Line330|374 377|FLI1 
PMID21605981Line330|412 416|RUNX1 
PMID21605981Line330|453 456|BMP4 
PMID21605981Line330|483 487|GATA2 
PMID21605981Line330|510 513|EKLF 
PMID21605981Line330|541 545|GATA2 
PMID21605981Line330|549 553|SMAD5 
